X,Y,R1,R2,R3,R4,R5,R6,R7,R8,class
(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,≥0.666,≤0.333,(0.333-0.666),≤0.333,1
≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,≤0.333,(0.333-0.666),0
≥0.666,≥0.666,≤0.333,≤0.333,≤0.333,≥0.666,≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),1
(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,0
≤0.333,≤0.333,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,0
≥0.666,(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,0
≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,≤0.333,≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),1
≥0.666,≥0.666,≥0.666,(0.333-0.666),≤0.333,≥0.666,≥0.666,≤0.333,≤0.333,≤0.333,1
≤0.333,(0.333-0.666),≤0.333,≥0.666,≤0.333,≥0.666,≥0.666,(0.333-0.666),≤0.333,≤0.333,1
≥0.666,(0.333-0.666),≥0.666,≥0.666,≥0.666,≤0.333,≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),0
≤0.333,≥0.666,(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),≤0.333,≥0.666,≥0.666,≤0.333,2
(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,2
≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≤0.333,(0.333-0.666),≤0.333,≥0.666,≥0.666,0
≥0.666,≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,≤0.333,≥0.666,(0.333-0.666),≤0.333,2
≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,0
(0.333-0.666),≥0.666,≥0.666,≥0.666,≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,≤0.333,0
≥0.666,≥0.666,(0.333-0.666),≤0.333,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,1
≥0.666,(0.333-0.666),≥0.666,≥0.666,≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),0
≥0.666,(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,≥0.666,(0.333-0.666),0
(0.333-0.666),≤0.333,≥0.666,≥0.666,≥0.666,≤0.333,(0.333-0.666),≤0.333,≤0.333,≤0.333,1
(0.333-0.666),≥0.666,≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,≥0.666,≥0.666,0
≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≤0.333,1
≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,≥0.666,≤0.333,1
(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),≥0.666,≤0.333,≥0.666,≤0.333,(0.333-0.666),≥0.666,0
≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,≥0.666,0
(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),≤0.333,≥0.666,2
≥0.666,≤0.333,≤0.333,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,≤0.333,≤0.333,2
≤0.333,≥0.666,≥0.666,≥0.666,(0.333-0.666),≥0.666,≥0.666,≤0.333,≤0.333,(0.333-0.666),2
(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,≤0.333,(0.333-0.666),2
(0.333-0.666),≤0.333,≥0.666,≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),1
≤0.333,≥0.666,≥0.666,≤0.333,(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),≤0.333,≥0.666,2
≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,2
(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),0
(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≥0.666,≥0.666,≥0.666,≤0.333,≤0.333,(0.333-0.666),1
≤0.333,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≥0.666,≤0.333,0
≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,≤0.333,2
(0.333-0.666),≥0.666,≥0.666,≥0.666,(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),0
(0.333-0.666),≥0.666,≥0.666,≤0.333,≥0.666,≤0.333,≥0.666,≥0.666,≥0.666,(0.333-0.666),0
(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),≤0.333,≥0.666,≤0.333,≤0.333,≥0.666,(0.333-0.666),0
≤0.333,≥0.666,≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),≥0.666,2
(0.333-0.666),≤0.333,≥0.666,≥0.666,≥0.666,(0.333-0.666),≤0.333,≤0.333,≥0.666,(0.333-0.666),1
(0.333-0.666),≥0.666,≤0.333,≥0.666,≤0.333,≥0.666,≤0.333,≤0.333,(0.333-0.666),≥0.666,0
(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,≥0.666,≥0.666,(0.333-0.666),0
≥0.666,≥0.666,≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≤0.333,(0.333-0.666),1
≥0.666,≤0.333,(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),2
≤0.333,≤0.333,≥0.666,≤0.333,≥0.666,≥0.666,≥0.666,≥0.666,≥0.666,≥0.666,0
≥0.666,≥0.666,≥0.666,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,1
≤0.333,≥0.666,≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),2
≥0.666,≥0.666,≤0.333,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,1
(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),≤0.333,≥0.666,≤0.333,1
(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,≥0.666,≥0.666,(0.333-0.666),0
≥0.666,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),2
(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,≥0.666,≤0.333,≥0.666,≥0.666,2
≤0.333,≤0.333,≤0.333,≥0.666,≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,0
≤0.333,≥0.666,≤0.333,≤0.333,≤0.333,≤0.333,(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),2
(0.333-0.666),≤0.333,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,≤0.333,≥0.666,1
(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,≤0.333,0
(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,0
(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),≥0.666,≤0.333,≥0.666,≥0.666,≤0.333,2
≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,≥0.666,≤0.333,≥0.666,≤0.333,(0.333-0.666),1
≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,1
≤0.333,≥0.666,≥0.666,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,2
(0.333-0.666),≤0.333,≤0.333,≥0.666,≤0.333,≤0.333,(0.333-0.666),≤0.333,≥0.666,≥0.666,1
≥0.666,≥0.666,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),1
(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),2
≤0.333,≥0.666,≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),2
(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),≥0.666,≥0.666,≥0.666,1
(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,≤0.333,≤0.333,≤0.333,0
≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),0
(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,≥0.666,≤0.333,(0.333-0.666),≥0.666,≥0.666,2
(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,≥0.666,≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,0
≥0.666,(0.333-0.666),≤0.333,≥0.666,≥0.666,≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,0
(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,≤0.333,≤0.333,≤0.333,1
≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),1
(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,≥0.666,≤0.333,(0.333-0.666),≤0.333,≥0.666,≤0.333,2
≤0.333,(0.333-0.666),≤0.333,≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),1
(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,≤0.333,≥0.666,≥0.666,≤0.333,≤0.333,≤0.333,2
≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,≤0.333,(0.333-0.666),2
≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),0
≤0.333,(0.333-0.666),≥0.666,≤0.333,≥0.666,(0.333-0.666),≥0.666,≤0.333,≥0.666,≥0.666,1
≤0.333,≤0.333,≥0.666,≥0.666,≥0.666,≥0.666,(0.333-0.666),≥0.666,≤0.333,≥0.666,0
≤0.333,≤0.333,≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,≥0.666,0
≥0.666,≤0.333,≥0.666,≤0.333,≥0.666,≥0.666,≤0.333,≤0.333,≤0.333,(0.333-0.666),2
≥0.666,(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),0
≥0.666,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,≥0.666,≤0.333,2
≥0.666,≤0.333,≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),2
≤0.333,≥0.666,(0.333-0.666),≤0.333,≥0.666,≥0.666,≥0.666,(0.333-0.666),≥0.666,(0.333-0.666),2
(0.333-0.666),≤0.333,≤0.333,≥0.666,≥0.666,≤0.333,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),1
(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,≤0.333,(0.333-0.666),≥0.666,1
≤0.333,(0.333-0.666),≥0.666,≤0.333,≥0.666,≥0.666,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),1
≥0.666,(0.333-0.666),≤0.333,≤0.333,≤0.333,≥0.666,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),0
(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≥0.666,(0.333-0.666),≥0.666,≥0.666,≤0.333,2
≤0.333,(0.333-0.666),≤0.333,≤0.333,≤0.333,≤0.333,≤0.333,≤0.333,≥0.666,≤0.333,1
≥0.666,≥0.666,≤0.333,≤0.333,(0.333-0.666),≥0.666,≥0.666,≥0.666,(0.333-0.666),≥0.666,1
≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,≤0.333,≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),0
≥0.666,≤0.333,(0.333-0.666),≤0.333,≥0.666,≤0.333,(0.333-0.666),≥0.666,≥0.666,≤0.333,2
≤0.333,(0.333-0.666),≥0.666,≥0.666,≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,1
(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≤0.333,≥0.666,≤0.333,(0.333-0.666),≥0.666,≥0.666,2
≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),1
≤0.333,≥0.666,≤0.333,≥0.666,(0.333-0.666),≥0.666,≥0.666,≤0.333,≥0.666,≥0.666,2
(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≥0.666,≤0.333,(0.333-0.666),0
≤0.333,≤0.333,≥0.666,(0.333-0.666),≤0.333,≥0.666,≥0.666,≥0.666,≥0.666,≥0.666,0
≥0.666,≥0.666,≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,1
≥0.666,≥0.666,≤0.333,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≤0.333,≥0.666,≥0.666,1
≥0.666,≤0.333,≤0.333,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,2
≥0.666,≤0.333,≥0.666,≤0.333,≥0.666,≥0.666,≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),2
≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),1
≤0.333,≥0.666,≥0.666,≤0.333,≥0.666,≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,2
≥0.666,≥0.666,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),1
≤0.333,≤0.333,≤0.333,(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),0
(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,≤0.333,≤0.333,≥0.666,≥0.666,1
≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≥0.666,≥0.666,≤0.333,≥0.666,1
≤0.333,≤0.333,(0.333-0.666),≤0.333,≥0.666,≥0.666,(0.333-0.666),≤0.333,≤0.333,≤0.333,0
≤0.333,≥0.666,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≤0.333,2
(0.333-0.666),≤0.333,≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,≤0.333,(0.333-0.666),1
(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),≤0.333,≥0.666,≥0.666,≥0.666,≤0.333,(0.333-0.666),0
≤0.333,(0.333-0.666),≥0.666,≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),1
≤0.333,≥0.666,≥0.666,(0.333-0.666),≥0.666,≥0.666,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),2
≤0.333,≤0.333,(0.333-0.666),≥0.666,≤0.333,≥0.666,≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),0
≥0.666,(0.333-0.666),≥0.666,≥0.666,≥0.666,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),0
≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),1
≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),0
(0.333-0.666),≥0.666,≤0.333,≥0.666,≥0.666,≥0.666,(0.333-0.666),≥0.666,≥0.666,≤0.333,0
(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),≥0.666,≤0.333,≤0.333,≥0.666,≤0.333,2
(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),≤0.333,≥0.666,≤0.333,≥0.666,≤0.333,≥0.666,0
≤0.333,≤0.333,≥0.666,(0.333-0.666),≤0.333,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,0
≥0.666,≤0.333,≤0.333,≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,2
(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,2
≥0.666,≥0.666,(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,≥0.666,≤0.333,(0.333-0.666),≥0.666,1
≤0.333,≥0.666,(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,≤0.333,≤0.333,2
≥0.666,≤0.333,(0.333-0.666),≥0.666,≤0.333,≤0.333,≤0.333,≥0.666,≤0.333,≤0.333,2
≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),1
≥0.666,≤0.333,≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,2
≤0.333,≤0.333,≥0.666,≥0.666,≥0.666,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),0
≥0.666,≤0.333,≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,≤0.333,≤0.333,(0.333-0.666),2
≥0.666,(0.333-0.666),≤0.333,≤0.333,≤0.333,≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,0
(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,≤0.333,2
≥0.666,(0.333-0.666),≥0.666,≥0.666,≥0.666,≤0.333,(0.333-0.666),≥0.666,≥0.666,≥0.666,0
≥0.666,(0.333-0.666),≥0.666,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,≥0.666,0
(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),1
(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),2
(0.333-0.666),≥0.666,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,≤0.333,(0.333-0.666),0
≤0.333,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,≥0.666,≥0.666,≥0.666,≤0.333,0
≥0.666,≤0.333,(0.333-0.666),≥0.666,≤0.333,≥0.666,≥0.666,≤0.333,(0.333-0.666),≥0.666,2
(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≥0.666,≥0.666,≥0.666,≥0.666,≥0.666,≥0.666,1
(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,≤0.333,≥0.666,2
(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,≥0.666,0
≤0.333,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),≤0.333,≤0.333,0
(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,1
≤0.333,≥0.666,≤0.333,≥0.666,≥0.666,(0.333-0.666),≥0.666,≤0.333,≥0.666,(0.333-0.666),2
≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,≥0.666,2
(0.333-0.666),≥0.666,≥0.666,≥0.666,≤0.333,≥0.666,≤0.333,≥0.666,(0.333-0.666),≤0.333,0
≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,1
≤0.333,≤0.333,(0.333-0.666),≥0.666,≥0.666,≥0.666,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),0
≤0.333,≤0.333,≤0.333,≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,0
≤0.333,≤0.333,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,(0.333-0.666),0
≤0.333,≤0.333,≥0.666,≥0.666,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,0
(0.333-0.666),≥0.666,≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,≥0.666,0
(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,≤0.333,(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),2
≥0.666,≤0.333,≥0.666,≤0.333,≥0.666,≥0.666,≥0.666,≥0.666,(0.333-0.666),≤0.333,2
≥0.666,≤0.333,≥0.666,≤0.333,≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,≥0.666,2
≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≤0.333,≥0.666,(0.333-0.666),1
≥0.666,≤0.333,(0.333-0.666),≥0.666,≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,≤0.333,2
(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≤0.333,2
(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,≥0.666,≤0.333,≤0.333,≤0.333,≤0.333,≤0.333,2
(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≤0.333,≤0.333,≤0.333,≤0.333,≥0.666,(0.333-0.666),2
≤0.333,≤0.333,≤0.333,(0.333-0.666),≤0.333,≥0.666,≤0.333,≤0.333,(0.333-0.666),≥0.666,0
≤0.333,(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≥0.666,1
≤0.333,≥0.666,≥0.666,(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,2
≥0.666,≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,≤0.333,≥0.666,≥0.666,≥0.666,2
≥0.666,≥0.666,≤0.333,(0.333-0.666),≥0.666,≥0.666,≥0.666,(0.333-0.666),≥0.666,(0.333-0.666),1
≤0.333,≤0.333,≤0.333,≥0.666,(0.333-0.666),≤0.333,≤0.333,≤0.333,≥0.666,≥0.666,0
(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,≥0.666,≤0.333,≥0.666,2
≥0.666,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,≤0.333,≤0.333,2
≤0.333,≥0.666,≤0.333,≤0.333,≥0.666,(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),≥0.666,2
≤0.333,≥0.666,≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,≤0.333,≤0.333,(0.333-0.666),2
≥0.666,≥0.666,(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),≥0.666,≥0.666,≤0.333,(0.333-0.666),1
≤0.333,(0.333-0.666),≥0.666,≤0.333,≤0.333,≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),1
(0.333-0.666),≥0.666,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),0
(0.333-0.666),≤0.333,≥0.666,≥0.666,≥0.666,≥0.666,≤0.333,(0.333-0.666),(0.333-0.666),≤0.333,1
(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,(0.333-0.666),≥0.666,0
≤0.333,(0.333-0.666),≥0.666,≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),≥0.666,(0.333-0.666),(0.333-0.666),1
≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,≤0.333,(0.333-0.666),≥0.666,1
≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,≥0.666,≥0.666,≤0.333,≥0.666,0
≤0.333,≤0.333,≥0.666,(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,≤0.333,≥0.666,≤0.333,0
(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≤0.333,≤0.333,≥0.666,≤0.333,≤0.333,≤0.333,2
≥0.666,≥0.666,≥0.666,≤0.333,≤0.333,≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),1
≥0.666,≥0.666,≥0.666,≤0.333,≤0.333,(0.333-0.666),≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),1
(0.333-0.666),(0.333-0.666),≤0.333,≥0.666,≥0.666,≥0.666,≥0.666,(0.333-0.666),≤0.333,≥0.666,2
≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),≥0.666,≥0.666,(0.333-0.666),(0.333-0.666),(0.333-0.666),≥0.666,1
≥0.666,≥0.666,≤0.333,≤0.333,≥0.666,≥0.666,≤0.333,≥0.666,(0.333-0.666),≥0.666,1
≤0.333,≥0.666,(0.333-0.666),(0.333-0.666),≤0.333,(0.333-0.666),≤0.333,(0.333-0.666),(0.333-0.666),≥0.666,2
≥0.666,≤0.333,≤0.333,(0.333-0.666),≤0.333,≤0.333,≤0.333,≥0.666,≥0.666,≥0.666,2
